Région;Ancienne région;Grande catégorie de mesures;Catégorie / détail AG;﻿Année;Code région;Code ancienne région;Code grande catégorie de mesures;Code catégorie détail AG;Montant des exonérations
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;11_Réduction générale sur les bas salaires;2015;75;74;1;11;217519073.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;11_Réduction générale sur les bas salaires;2016;75;74;1;11;220118152.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;75;74;1;11;264991779.71
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;11_Réduction générale sur les bas salaires;2022;75;74;1;11;339485181.99
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;11_Réduction générale sur les bas salaires;2023;75;74;1;11;374526833.9
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;12_Aide à la RTT;2004;75;74;1;12;128657040.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;12_Aide à la RTT;2005;75;74;1;12;78230426.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;12_Aide à la RTT;2006;75;74;1;12;381547.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;75;74;1;13;21801427.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2010;75;74;1;13;23066504.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2011;75;74;1;13;23938759.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;75;74;1;13;4009271.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2014;75;74;1;13;3746460.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;75;74;1;13;4042342.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;13_Exonération Heures supplémentaires;2023;75;74;1;13;20808965.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2014;75;74;1;14;164517787.2
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2015;75;74;1;14;159630774.3
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;75;74;1;14;162371859.84
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2017;75;74;1;14;196247768.01
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;15_Réduction des cotisations famille;2016;75;74;1;15;50050958.316
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;16_Réduction des cotisations maladie;2021;75;74;1;16;195011863.67
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2005;75;74;1;19;9934.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2007;75;74;1;19;10330.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2015;75;74;1;19;519739.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2016;75;74;1;19;617280.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2017;75;74;1;19;630787.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2022;75;74;1;19;160204.0
Nouvelle-Aquitaine;Limousin;1_Allégements généraux;19_Autres allégements généraux;2023;75;74;1;19;181710.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;75;74;2;20;11964844.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;75;74;2;20;11626590.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2010;75;74;2;20;11998658.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;75;74;2;20;13407057.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;75;74;2;20;13348168.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2019;75;74;2;20;2735106.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;75;74;2;20;4011976.0
Nouvelle-Aquitaine;Limousin;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2023;75;74;2;20;5841408.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2005;75;74;3;30;19314806.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2006;75;74;3;30;26562019.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;75;74;3;30;14565620.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2015;75;74;3;30;12671809.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2020;75;74;3;30;6883290.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2022;75;74;3;30;5621223.0
Nouvelle-Aquitaine;Limousin;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2023;75;74;3;30;5542990.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2004;75;74;4;40;7454219.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2005;75;74;4;40;7727523.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2007;75;74;4;40;9968786.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2009;75;74;4;40;12653303.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2010;75;74;4;40;13157622.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2011;75;74;4;40;10634654.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;75;74;4;40;11609582.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;75;74;4;40;12264837.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2015;75;74;4;40;12677345.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2016;75;74;4;40;11682707.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2020;75;74;4;40;10353309.0
Nouvelle-Aquitaine;Limousin;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2023;75;74;4;40;10713187.0
Nouvelle-Aquitaine;Limousin;9_Autres mesures;90_Autres mesures;2021;75;74;9;90;5041521.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;76;73;1;11;275571806.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;76;73;1;11;916845407.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;11_Réduction générale sur les bas salaires;2013;76;73;1;11;889087614.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;12_Aide à la RTT;2005;76;73;1;12;291082233.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;12_Aide à la RTT;2007;76;73;1;12;72148.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;12_Aide à la RTT;2008;76;73;1;12;3112.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;12_Aide à la RTT;2009;76;73;1;12;3073.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;13_Exonération Heures supplémentaires;2011;76;73;1;13;122141993.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;76;73;1;13;21433336.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;13_Exonération Heures supplémentaires;2019;76;73;1;13;87099420.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2013;76;73;1;14;477306869.88
Occitanie;Midi-Pyrénées;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2018;76;73;1;14;821803063.62
Occitanie;Midi-Pyrénées;1_Allégements généraux;15_Réduction des cotisations famille;2015;76;73;1;15;140889493.1
Occitanie;Midi-Pyrénées;1_Allégements généraux;16_Réduction des cotisations maladie;2020;76;73;1;16;885354412.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;16_Réduction des cotisations maladie;2021;76;73;1;16;966094431.24
Occitanie;Midi-Pyrénées;1_Allégements généraux;16_Réduction des cotisations maladie;2022;76;73;1;16;1068217222.1
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2004;76;73;1;19;49305.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2008;76;73;1;19;54178.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2012;76;73;1;19;877146.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2014;76;73;1;19;1381599.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2017;76;73;1;19;3287542.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2020;76;73;1;19;3798672.0
Occitanie;Midi-Pyrénées;1_Allégements généraux;19_Autres allégements généraux;2022;76;73;1;19;4922385.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;76;73;2;20;62749443.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2006;76;73;2;20;74635570.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2010;76;73;2;20;60323304.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;76;73;2;20;53773929.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2013;76;73;2;20;56322629.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;76;73;2;20;67358074.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;76;73;2;20;66564741.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2018;76;73;2;20;53899442.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2019;76;73;2;20;16010629.0
Occitanie;Midi-Pyrénées;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;76;73;2;20;24569523.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2006;76;73;3;30;59221434.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2007;76;73;3;30;67610618.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2009;76;73;3;30;50950055.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;76;73;3;30;38499472.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;76;73;3;30;24518789.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2021;76;73;3;30;14652469.0
Occitanie;Midi-Pyrénées;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2022;76;73;3;30;14425368.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2004;76;73;4;40;29105040.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2006;76;73;4;40;40137592.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2008;76;73;4;40;51696933.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2009;76;73;4;40;56657505.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2010;76;73;4;40;58570296.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;76;73;4;40;47089926.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2017;76;73;4;40;51275718.0
Occitanie;Midi-Pyrénées;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2022;76;73;4;40;47674282.0
Occitanie;Midi-Pyrénées;9_Autres mesures;90_Autres mesures;2020;76;73;9;90;83443069.0
Occitanie;Midi-Pyrénées;9_Autres mesures;90_Autres mesures;2021;76;73;9;90;28775602.0
Occitanie;Midi-Pyrénées;9_Autres mesures;90_Autres mesures;2022;76;73;9;90;1494019.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;76;91;1;11;250704115.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;11_Réduction générale sur les bas salaires;2006;76;91;1;11;692779434.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;11_Réduction générale sur les bas salaires;2014;76;91;1;11;762726379.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;11_Réduction générale sur les bas salaires;2015;76;91;1;11;803299272.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;11_Réduction générale sur les bas salaires;2016;76;91;1;11;843651854.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;11_Réduction générale sur les bas salaires;2020;76;91;1;11;998460121.01
Occitanie;Languedoc-Roussillon;1_Allégements généraux;12_Aide à la RTT;2006;76;91;1;12;1330988.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;76;91;1;13;91537150.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;13_Exonération Heures supplémentaires;2010;76;91;1;13;97035947.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;76;91;1;13;20463622.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;13_Exonération Heures supplémentaires;2023;76;91;1;13;102030653.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2014;76;91;1;14;567175917.48
Occitanie;Languedoc-Roussillon;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;76;91;1;14;575541471.78
Occitanie;Languedoc-Roussillon;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2017;76;91;1;14;699181694.86
Occitanie;Languedoc-Roussillon;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2018;76;91;1;14;608055618.96
Occitanie;Languedoc-Roussillon;1_Allégements généraux;15_Réduction des cotisations famille;2015;76;91;1;15;115199315.85
Occitanie;Languedoc-Roussillon;1_Allégements généraux;15_Réduction des cotisations famille;2018;76;91;1;15;224790089.2
Occitanie;Languedoc-Roussillon;1_Allégements généraux;15_Réduction des cotisations famille;2021;76;91;1;15;252583408.35
Occitanie;Languedoc-Roussillon;1_Allégements généraux;15_Réduction des cotisations famille;2022;76;91;1;15;279442498.12
Occitanie;Languedoc-Roussillon;1_Allégements généraux;16_Réduction des cotisations maladie;2021;76;91;1;16;745701114.9
Occitanie;Languedoc-Roussillon;1_Allégements généraux;16_Réduction des cotisations maladie;2022;76;91;1;16;828595218.59
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2004;76;91;1;19;67983.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2006;76;91;1;19;43955.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2007;76;91;1;19;18970.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2008;76;91;1;19;46740.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2010;76;91;1;19;124953.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2013;76;91;1;19;239019.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2014;76;91;1;19;291281.0
Occitanie;Languedoc-Roussillon;1_Allégements généraux;19_Autres allégements généraux;2020;76;91;1;19;924687.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;76;91;2;20;69241572.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2006;76;91;2;20;75388415.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;76;91;2;20;53968683.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;76;91;2;20;52835064.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;76;91;2;20;62519918.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;76;91;2;20;64617009.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;76;91;2;20;63368121.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2020;76;91;2;20;13555777.0
Occitanie;Languedoc-Roussillon;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2022;76;91;2;20;28815150.0
Occitanie;Languedoc-Roussillon;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2011;76;91;3;30;29292462.0
Occitanie;Languedoc-Roussillon;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;76;91;3;30;29260719.0
Occitanie;Languedoc-Roussillon;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2016;76;91;3;30;25475712.0
Occitanie;Languedoc-Roussillon;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2020;76;91;3;30;8598259.0
Occitanie;Languedoc-Roussillon;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2022;76;91;3;30;7198253.0
Occitanie;Languedoc-Roussillon;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2023;76;91;3;30;6813590.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2004;76;91;4;40;25765711.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2005;76;91;4;40;29929987.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2006;76;91;4;40;37761787.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2010;76;91;4;40;52522125.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;76;91;4;40;38818126.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2013;76;91;4;40;38916074.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2019;76;91;4;40;42434369.0
Occitanie;Languedoc-Roussillon;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2022;76;91;4;40;44774443.0
Occitanie;Languedoc-Roussillon;9_Autres mesures;90_Autres mesures;2020;76;91;9;90;83174881.0
Occitanie;Languedoc-Roussillon;9_Autres mesures;90_Autres mesures;2021;76;91;9;90;26264006.0
Occitanie;Languedoc-Roussillon;9_Autres mesures;90_Autres mesures;2022;76;91;9;90;689575.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;84;82;1;11;702939549.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;84;82;1;11;2138340962.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;84;82;1;11;2086317518.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2017;84;82;1;11;2259225746.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;84;82;1;11;2654081868.9
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2020;84;82;1;11;2537877590.6
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;11_Réduction générale sur les bas salaires;2023;84;82;1;11;3842368498.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;12_Aide à la RTT;2004;84;82;1;12;900131238.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;12_Aide à la RTT;2005;84;82;1;12;626220863.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;13_Exonération Heures supplémentaires;2007;84;82;1;13;68267254.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;84;82;1;13;322482367.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;13_Exonération Heures supplémentaires;2015;84;82;1;13;56606546.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;84;82;1;13;64963645.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;13_Exonération Heures supplémentaires;2021;84;82;1;13;273907481.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2014;84;82;1;14;2002625099.6
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2017;84;82;1;14;2404316167.5
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;15_Réduction des cotisations famille;2018;84;82;1;15;811362153.16
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;15_Réduction des cotisations famille;2019;84;82;1;15;868396715.14
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;15_Réduction des cotisations famille;2022;84;82;1;15;972044146.35
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;16_Réduction des cotisations maladie;2020;84;82;1;16;2217878418.9
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;16_Réduction des cotisations maladie;2022;84;82;1;16;2693950677.6
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;16_Réduction des cotisations maladie;2023;84;82;1;16;2869155712.7
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2004;84;82;1;19;46661.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2005;84;82;1;19;76343.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2012;84;82;1;19;2711942.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2013;84;82;1;19;1788358.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2014;84;82;1;19;2225055.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2016;84;82;1;19;6551722.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2017;84;82;1;19;7700889.0
Auvergne-Rhône-Alpes;Rhône-Alpes;1_Allégements généraux;19_Autres allégements généraux;2022;84;82;1;19;6453282.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;84;82;2;20;156754631.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2006;84;82;2;20;185908846.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2007;84;82;2;20;196685386.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;84;82;2;20;128547332.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;84;82;2;20;128337281.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;84;82;2;20;122635476.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;84;82;2;20;148111525.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;84;82;2;20;148984021.0
Auvergne-Rhône-Alpes;Rhône-Alpes;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;84;82;2;20;60236813.0
Auvergne-Rhône-Alpes;Rhône-Alpes;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;84;82;3;30;23388180.0
Auvergne-Rhône-Alpes;Rhône-Alpes;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2006;84;82;3;30;37368472.0
Auvergne-Rhône-Alpes;Rhône-Alpes;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;84;82;3;30;16579128.0
Auvergne-Rhône-Alpes;Rhône-Alpes;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;84;82;3;30;7644119.0
Auvergne-Rhône-Alpes;Rhône-Alpes;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2005;84;82;4;40;63054376.0
Auvergne-Rhône-Alpes;Rhône-Alpes;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2006;84;82;4;40;83998500.0
