Secteur NA38i;Secteur NA17i;Grand secteur d'activité;Grande catégorie de mesures;Catégorie / détail AG;﻿Année;Code grande catégorie de mesures;Code catégorie détail AG;Montant des exonérations
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;2;20;7623822.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;2;20;7481713.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2018;2;20;5993555.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2005;3;30;21804816.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2007;3;30;24150654.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2013;3;30;17342960.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;3;30;15691498.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;3;30;13193539.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2021;3;30;13828206.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2023;3;30;16053385.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;4;40;600614.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2016;4;40;383479.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2020;4;40;456224.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2021;4;40;499940.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;9_Autres mesures;90_Autres mesures;2021;9;90;872871.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;9_Autres mesures;90_Autres mesures;2022;9;90;55984.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;1507033.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;1553040.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;1;11;1312102.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2016;1;11;916422.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2017;1;11;919750.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2018;1;11;992843.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2023;1;11;2404693.8905
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2007;1;13;170817.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;1035525.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;1;13;981684.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2022;1;13;574986.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2023;1;13;619303.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;4953241.688
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2019;1;15;5101850.852
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2021;1;15;5218528.56
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2023;1;15;5598868.222
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2023;1;16;6235096.74
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2011;1;19;114575.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2013;1;19;195131.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2015;1;19;258566.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2017;1;19;216298.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2018;1;19;283900.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2019;1;19;266573.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2020;1;19;329395.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2023;1;19;254353.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;2;20;388481.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;2;20;378216.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2016;2;20;412874.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2019;2;20;315930.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2022;2;20;287704.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2005;3;30;1244999.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2008;3;30;1354976.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2011;3;30;546195.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;3;30;560290.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2013;3;30;559308.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;3;30;217266.0
CD Cokéfaction et raffinage;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2019;3;30;264719.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;1;11;23996139.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2006;1;11;68293481.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;72207940.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;1;11;69337926.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2012;1;11;55470638.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2016;1;11;55179085.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2017;1;11;55766856.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;1;11;71835211.62
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2005;1;12;29293913.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2010;1;13;10600868.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2011;1;13;11027718.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2012;1;13;7833617.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;1;13;769131.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2016;1;13;539972.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;1;13;597053.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2019;1;13;6502849.0
CE Industrie chimique;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2021;1;13;7434954.0
